,results
24,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'D16257D2842901D2E0430A8394272AE2', 'geometry': {'points': [[612138.9995295771, 267138.0008810018]], 'spatialReference': {'wkid': 21781}}, 'bbox': [612138.9995295771, 267138.0008810018, 612138.9995295771, 267138.0008810018], 'attributes': {'accidentday_fr': 'samedi / 17h-18h / novembre 2012', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Samstag / 17h-18h / November 2012', 'accidentday_it': 'Sabato / 17h-18h / Novembre 2012', 'accidentyear': 2012, 'label': 'Fussgängerunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 8, 'accidenttype_fr': 'accident impliquant des piétons', 'accidenttype_de': 'Fussgängerunfall', 'accidenttype_it': 'Incidente con pedoni', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'D16257D2842901D2E0430A8394272AE2'}"
25,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'B239767B3BA700DCE0430A83942700DC', 'geometry': {'points': [[611595.9981635684, 266789.0015535541]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611595.9981635684, 266789.0015535541, 611595.9981635684, 266789.0015535541], 'attributes': {'accidentday_fr': 'samedi / 09h-10h / novembre 2011', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Samstag / 09h-10h / November 2011', 'accidentday_it': 'Sabato / 09h-10h / Novembre 2011', 'accidentyear': 2011, 'label': 'Parkierunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 7, 'accidenttype_fr': 'accident en parquant', 'accidenttype_de': 'Parkierunfall', 'accidenttype_it': 'Incidente nel parcheggiare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'B239767B3BA700DCE0430A83942700DC'}"
26,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'ADFC8DDF76B20156E0430A8394270156', 'geometry': {'points': [[612144.9995203308, 267142.0008612536]], 'spatialReference': {'wkid': 21781}}, 'bbox': [612144.9995203308, 267142.0008612536, 612144.9995203308, 267142.0008612536], 'attributes': {'accidentday_fr': 'vendredi / 18h-19h / septembre 2011', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Freitag / 18h-19h / September 2011', 'accidentday_it': 'Venerdì / 18h-19h / Settembre 2011', 'accidentyear': 2011, 'label': 'Fussgängerunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 8, 'accidenttype_fr': 'accident impliquant des piétons', 'accidenttype_de': 'Fussgängerunfall', 'accidenttype_it': 'Incidente con pedoni', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'ADFC8DDF76B20156E0430A8394270156'}"
27,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'AA4B3C0ACF3C00E0E0430A83942700E0', 'geometry': {'points': [[611879.9978097572, 266799.9999781559]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611879.9978097572, 266799.9999781559, 611879.9978097572, 266799.9999781559], 'attributes': {'accidentday_fr': 'mardi / 16h-17h / juillet 2011', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Dienstag / 16h-17h / Juli 2011', 'accidentday_it': 'Martedì / 16h-17h / Luglio 2011', 'accidentyear': 2011, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'AA4B3C0ACF3C00E0E0430A83942700E0'}"
0,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '58352977CE980002E0530A8394272D86', 'geometry': {'points': [[611997.9990001004, 267631.00061768177]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611997.9990001004, 267631.00061768177, 611997.9990001004, 267631.00061768177], 'attributes': {'accidentday_fr': 'mercredi / 14h-15h / août 2017', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Mittwoch / 14h-15h / August 2017', 'accidentday_it': 'Mercoledì / 14h-15h / Agosto 2017', 'accidentyear': 2017, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '58352977CE980002E0530A8394272D86'}"
1,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '56EF46B686920046E0530A8394275406', 'geometry': {'points': [[611959.9988879232, 267835.00070232083]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611959.9988879232, 267835.00070232083, 611959.9988879232, 267835.00070232083], 'attributes': {'accidentday_fr': 'samedi / 01h-02h / juillet 2017', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Samstag / 01h-02h / Juli 2017', 'accidentday_it': 'Sabato / 01h-02h / Luglio 2017', 'accidentyear': 2017, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '56EF46B686920046E0530A8394275406'}"
2,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '3BE7C72DCC270296E0530A8394275A75', 'geometry': {'points': [[611998.9990142671, 267627.0006048565]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611998.9990142671, 267627.0006048565, 611998.9990142671, 267627.0006048565], 'attributes': {'accidentday_fr': 'samedi / 23h-00h / août 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Samstag / 23h-00h / August 2016', 'accidentday_it': 'Sabato / 23h-00h / Agosto 2016', 'accidentyear': 2016, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '3BE7C72DCC270296E0530A8394275A75'}"
3,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '37937AB73DD500BAE0530A8394271868', 'geometry': {'points': [[611547.9985571002, 267843.9993879341]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611547.9985571002, 267843.9993879341, 611547.9985571002, 267843.9993879341], 'attributes': {'accidentday_fr': 'lundi / 18h-19h / juin 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 18h-19h / Juni 2016', 'accidentday_it': 'Lunedí / 18h-19h / Giugno 2016', 'accidentyear': 2016, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '37937AB73DD500BAE0530A8394271868'}"
4,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '371C713FDCB0010EE0530A8394278661', 'geometry': {'points': [[611546.9981389958, 267712.9992507737]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611546.9981389958, 267712.9992507737, 611546.9981389958, 267712.9992507737], 'attributes': {'accidentday_fr': 'samedi / 02h-03h / juin 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Samstag / 02h-03h / Juni 2016', 'accidentday_it': 'Sabato / 02h-03h / Giugno 2016', 'accidentyear': 2016, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '371C713FDCB0010EE0530A8394278661'}"
5,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '314E46BC97B40062E0530A839427B52B', 'geometry': {'points': [[611968.9987666763, 267523.0006247257]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611968.9987666763, 267523.0006247257, 611968.9987666763, 267523.0006247257], 'attributes': {'accidentday_fr': 'mercredi / 18h-19h / avril 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Mittwoch / 18h-19h / April 2016', 'accidentday_it': 'Mercoledì / 18h-19h / Aprile 2016', 'accidentyear': 2016, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '314E46BC97B40062E0530A839427B52B'}"
6,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '28922E6F29930006E0530A8394272091', 'geometry': {'points': [[612007.9990988388, 267643.00056807697]], 'spatialReference': {'wkid': 21781}}, 'bbox': [612007.9990988388, 267643.00056807697, 612007.9990988388, 267643.00056807697], 'attributes': {'accidentday_fr': 'vendredi / 18h-19h / décembre 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Freitag / 18h-19h / Dezember 2015', 'accidentday_it': 'Venerdì / 18h-19h / Dicembre 2015', 'accidentyear': 2015, 'label': 'Überholunfall oder Fahrstreifenwechsel', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 1, 'accidenttype_fr': ""accident lors d'un dépassement ou lors d'un changement de voie de circulation"", 'accidenttype_de': 'Überholunfall oder Fahrstreifenwechsel', 'accidenttype_it': 'Incidente di sorpasso o al cambiamento di corsia', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '28922E6F29930006E0530A8394272091'}"
7,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '2531C0E929950090E0530A839427EDB9', 'geometry': {'points': [[611972.9988126024, 267521.0005974727]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611972.9988126024, 267521.0005974727, 611972.9988126024, 267521.0005974727], 'attributes': {'accidentday_fr': 'vendredi / 06h-07h / novembre 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Freitag / 06h-07h / November 2015', 'accidentday_it': 'Venerdì / 06h-07h / Novembre 2015', 'accidentyear': 2015, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '2531C0E929950090E0530A839427EDB9'}"
8,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '223B7CC256FF000EE0530A839427610C', 'geometry': {'points': [[611581.9986358603, 267859.999507086]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611581.9986358603, 267859.999507086, 611581.9986358603, 267859.999507086], 'attributes': {'accidentday_fr': 'samedi / 01h-02h / août 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Samstag / 01h-02h / August 2015', 'accidentday_it': 'Sabato / 01h-02h / Agosto 2015', 'accidentyear': 2015, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '223B7CC256FF000EE0530A839427610C'}"
9,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '1D03891D4B320170E0530A83942729EB', 'geometry': {'points': [[611984.9987761731, 267777.0009021123]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611984.9987761731, 267777.0009021123, 611984.9987761731, 267777.0009021123], 'attributes': {'accidentday_fr': 'mercredi / 20h-21h / juillet 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Mittwoch / 20h-21h / Juli 2015', 'accidentday_it': 'Mercoledì / 20h-21h / Luglio 2015', 'accidentyear': 2015, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '1D03891D4B320170E0530A83942729EB'}"
10,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '17C18394C4330126E0530A839427A338', 'geometry': {'points': [[611872.9974481885, 267339.00082965207]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611872.9974481885, 267339.00082965207, 611872.9974481885, 267339.00082965207], 'attributes': {'accidentday_fr': 'mardi / 16h-17h / mai 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Dienstag / 16h-17h / Mai 2015', 'accidentday_it': 'Martedì / 16h-17h / Maggio 2015', 'accidentyear': 2015, 'label': 'Auffahrunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 2, 'accidenttype_fr': 'accident par tamponnement', 'accidenttype_de': 'Auffahrunfall', 'accidenttype_it': 'Incidente di tamponamento', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '17C18394C4330126E0530A839427A338'}"
11,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '16F651E8044D01BEE0530A8394275E2C', 'geometry': {'points': [[611975.9988203661, 267554.00063540856]], 'spatialReference': {'wkid': 21781}}, 'bbox': [611975.9988203661, 267554.00063540856, 611975.9988203661, 267554.00063540856], 'attributes': {'accidentday_fr': 'lundi / 16h-17h / mai 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 16h-17h / Mai 2015', 'accidentday_it': 'Lunedí / 16h-17h / Maggio 2015', 'accidentyear': 2015, 'label': 'Schleuder- oder Selbstunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 0, 'accidenttype_fr': 'dérapage ou perte de maîtrise', 'accidenttype_de': 'Schleuder- oder Selbstunfall', 'accidenttype_it': 'Incidente di sbandamento o per colpa propria', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '16F651E8044D01BEE0530A8394275E2C'}"
12,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '170CCC7427E30094E0530A8394279D3B', 'geometry': {'points': [[612050.9995823805, 267625.00025488925]], 'spatialReference': {'wkid': 21781}}, 'bbox': [612050.9995823805, 267625.00025488925, 612050.9995823805, 267625.00025488925], 'attributes': {'accidentday_fr': 'lundi / 18h-19h / mai 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 18h-19h / Mai 2015', 'accidentday_it': 'Lunedí / 18h-19h / Maggio 2015', 'accidentyear': 2015, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '170CCC7427E30094E0530A8394279D3B'}"
